code,text,origin,include,context,prompt
A18,Sinais de insatisfação com a aparência,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Comportamento obsessivo em relação à aparência,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Preocupação com a aparência física,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Sintomas de dismorfia corporal,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Alterações na autoimagem,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Questões de autoestima relacionadas à aparência,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Comportamento compulsivo sobre a aparência,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Ansiedade estética,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Preocupação com a aparência pessoal,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Sinais de insegurança em relação à imagem,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Dificuldades com a percepção da aparência,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Preocupação com a beleza,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Sintomas de insatisfação estética,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Comportamento de comparação estética,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Ansiedade sobre a imagem,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Preocupação com a aparência social,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Questões de imagem pessoal,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Sinais de preocupação com a estética,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Comportamento de verificação da aparência,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Preocupação com a aparência em público,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A18,Sintomas de descontentamento com a imagem.,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Preocupação com a aparência, Outros sintomas e sinais envolvendo a aparência e o comportamento. Exclui: preocupação com o aspecto das orelhas; nariz proeminente; preocupação com a aparência na gravidez; preocupação com a aparência da mama "
A20,Pedido de eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Discussão sobre eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Solicitação de eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Consulta sobre eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Aconselhamento sobre eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Pedido de assistência para morrer,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Discussão sobre assistência ao suicídio,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Solicitação de ajuda para morrer,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Admissão para aconselhamento sobre eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Consulta sobre morte assistida,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Discussão sobre o fim da vida,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Aconselhamento sobre o direito a morrer,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Pedido de apoio para eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Discussão sobre opções de fim de vida,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Admissão para aconselhamento sobre morte assistida,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Solicitação de informações sobre eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Consulta sobre alternativas à eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Pedido de esclarecimentos sobre eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Discussão sobre a legalidade da eutanásia,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A20,Aconselhamento sobre escolhas de fim de vida,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Pedido/discussão da eutanásia, Admissão para aconselhamento especificado NCOP"
A27,Ansiedade sobre doenças,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Preocupação com a saúde,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Medo de enfermidades,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Temor de doenças não diagnosticadas,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Insegurança em relação à saúde,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Receio de problemas de saúde,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Ansiedade por doenças não especificadas,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Medo de condições médicas,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Preocupação com diagnósticos não confirmados,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Temor de doenças desconhecidas,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Ansiedade relacionada à saúde,gpt-4o-mini,0,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
A27,Medo de doenças não identificadas,gpt-4o-mini,1,"Estou a fazer um processo de Data Augmentation e preciso de encontrar sinónimos para a seguinte doença ou problema de saúde em português de Portugal. Vou te dar as expressões que já tenho, encontra-me variações que sejam sinónimos ou outras formas de expressão similares . Dá-me entre 10 e 50 resultados. 'NE' significa não especificado. Devlove apenas a lista de expressões separadas por ';'","Medo de outra doença NE, Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito; Critérios: preocupação com/medo de outra doença não relacionada com um capítulo específico numa pessoa sem a doença/até o diagnóstico ser confirmado. Exclui: medo de cancro NE"
