cod,componente,nome,nome_curto,incl,excl,crit,cons,nota,icd10
D84,7,Doença do esófago,Doença do esófago,acalasia; síndrome de Mallory-Weiss; divertículo esofágico; esofagite; ulceração esofágica; refluxo,cancro do esófago D77; hérnia do hiato D90; varizes esofágicas K99,,,,K20; K21.0; K21.9; K22.0; K22.1; K22.2; K22.3; K22.4; K22.5; K22.6; K22.7; K22.8; K22.9; K23.0; K23.1; K23.8
D85,7,Úlcera duodenal,Úlcera duodenal,hemorragia/obstrução/perfuração de úlcera,,achados imagiológicos característicos; ou sinais endoscópicos característicos; ou exacerbação de sintomas num doente com úlcera duodenal previamente comprovada,azia D03; dispepsia/indigestão D07,,K26.0; K26.1; K26.2; K26.3; K26.4; K26.5; K26.6; K26.7; K26.9
D86,7,Úlcera péptica outra,Úlcera péptica outra,erosão aguda; úlcera gástrica/gastrojejunal/marginal; síndrome de Zollinger-Ellison,úlcera esofágica D84; úlcera duodenal D85,achados imagiológicos/endoscópicos característicos; ou exacerbação de sintomas num doente com úlcera previamente comprovada,azia D03; dispepsia/indigestão D07,,E16.4; K25.0; K25.1; K25.2; K25.3; K25.4; K25.5; K25.6; K25.7; K25.9; K27.0; K27.1; K27.2; K27.3; K27.4; K27.5; K27.6; K27.7; K27.9; K28.0; K28.1; K28.2; K28.3; K28.4; K28.5; K28.6; K28.7; K28.9
D87,7,Alteração funcional do estômago,Alteração funcional do estômago,dilatação aguda do estômago; duodenite; gastrite,infecção gastrointestinal D70; gastroenterite com infecção presumível D73,perturbação da função do estômago provada por investigação,dor abdominal D01; dor epigástrica D02; azia D03; dor abdominal D06; indigestão/dispepsia D07; problemas de gases D08; náusea D09; vómito D10; esofagite D84,,B98.0; K29.0; K29.1; K29.2; K29.3; K29.4; K29.5; K29.6; K29.7; K29.8; K29.9; K31.0; K31.1; K31.2; K31.3; K31.4; K31.5; K31.6; K31.8; K31.9
D88,7,Apendicite,Apendicite,abcesso/perfuração do apêndice,,"evidência objectiva de inflamação do apêndice, como demonstração em intervenção cirúrgica ou exame patológico",dor abdominal D01; dor abdominal D06; vómito D10,,K35.2; K35.3; K35.8; K36; K37
D89,7,Hérnia inguinal,Hérnia inguinal,,hérnia femural D91,"inchaço na região inguinal e impulso transmitido pela tosse, ou aumento de volume com esforço, ou inchaço reductível ao abdómen, ou obstrução intestinal",massa abdominal D24,,K40.0; K40.1; K40.2; K40.3; K40.4; K40.9
D90,7,Hérnia do hiato,Hérnia do hiato,hérnia diafragmática,esofagite/refluxo D84,sinais característicos por imagiologia/endoscopia/estudos de pressão intraluminal/durante cirurgia,dor epigástrica D02; azia D03; dispepsia/indigestão D07,,K44.0; K44.1; K44.9
D91,7,Hérnia abdominal outra,Hérnia abdominal outra,hérnia femural/umbilical/ventral,hérnia pós-cirúrgica A87; hérnia inguinal D89; hérnia do hiato D90,identificação por intervenção cirúrgica; ou inchaço na zona especificada e impulso transmitido pela tosse; ou aumento de volume com o esforço; ou inchaço reductível ao abdómen; ou obstrução intestinal,massa abdominal D24,,K41.0; K41.1; K41.2; K41.3; K41.4; K41.9; K42.0; K42.1; K42.9; K43.0; K43.1; K43.6; K43.7; K43.9; K45.0; K45.1; K45.8; K46.0; K46.1; K46.9
D92,7,Doença diverticular,Doença diverticular,diverticulite/diverticulose do intestino,divertículo de Meckel D81; divertículo esofágico D84,comprovação imagiológica de divertículos; ou comprovação de divertículo na cirurgia; ou dor abdominal aguda com febre e palpação dolorosa do cólon descendente/sigmóide,dor abdominal D01; dor abdominal D06,,K57.0; K57.1; K57.2; K57.3; K57.4; K57.5; K57.8; K57.9
D93,7,Síndrome do cólon irritável,Síndrome do cólon irritável,colite mucosa; colite espástica,"infecção gastrointestinal D70; gastroenterite, presumível infecção D73; enterite regional D94; insuficiência vascular do intestino, gastrenterite/colite alérgica/dietética/tóxica D99; diarreia psicogénica P75",dores abdominais contínuas ou intermitentes e alteração do trânsito intestinal ao longo de determinado período de tempo; gases intestinais; ou cólon palpável e sensível; ou história clínica de fezes com muco sem sangue,dor abdominal D01; dor abdominal D06; flatulência D08; diarreia D11; obstipação D12,,K58.0; K58.9
D94,7,Enterite crónica/colite ulcerosa,Enterite crónica/colite ulcerosa,doença de Crohn; enterite regional; colite ulcerosa,,manifestações características endoscópicas/imagiológicas/histológicas,dor abdominal D01; diarreia D11; colite mucosa D93,,K50.0; K50.1; K50.8; K50.9; K51.0; K51.2; K51.3; K51.4; K51.5; K51.8; K51.9
D95,7,Fissura anal/abcesso perianal,Fissura anal/abcesso perianal,fístula anal; abcesso isquiorrectal,abcesso pilonidal S85,,,,K60.0; K60.1; K60.2; K60.3; K60.4; K60.5; K61.0; K61.1; K61.2; K61.3; K61.4
D96,7,Lombrigas/outros parasitas,Lombrigas/outros parasitas,céstodos; larva migrans cutânea; doença hidática; parasitas intestinais não-especificados; triquiníase,,"evidência de helmintas em forma adulta, larvas ou ovos; ou testes cutâneos positivos; ou serologia positiva",,,B65.0; B65.1; B65.2; B65.3; B65.8; B65.9; B66.0; B66.1; B66.2; B66.3; B66.4; B66.5; B66.8; B66.9; B67.0; B67.1; B67.2; B67.3; B67.4; B67.5; B67.6; B67.7; B67.8; B67.9; B68.0; B68.1; B68.9; B69.0; B69.1; B69.8; B69.9; B70.0; B70.1; B71.0; B71.1; B71.8; B71.9; B72; B73; B74.0; B74.1; B74.2; B74.3; B74.4; B74.8; B74.9; B75; B76.0; B76.1; B76.8; B76.9; B77.0; B77.8; B77.9; B78.0; B78.1; B78.7; B78.9; B79; B80; B81.0; B81.1; B81.2; B81.3; B81.4; B81.8; B82.0; B82.9; B83.0; B83.1; B83.2; B83.3; B83.4; B83.8; B83.9
D97,7,Doença de fígado NE,Doença de fígado NE,hepatite alcoólica; cirrose; fígado gordo; hepatite NE; insuficiência hepática; hipertensão portal,hepatite viral D72; doença hidática D96,,,,B58.1; B94.2; K70.0; K70.1; K70.2; K70.3; K70.4; K70.9; K71.0; K71.1; K71.2; K71.3; K71.4; K71.5; K71.6; K71.7; K71.8; K71.9; K72.0; K72.1; K72.9; K73.0; K73.1; K73.2; K73.8; K73.9; K74.0; K74.1; K74.2; K74.3; K74.4; K74.5; K74.6; K75.0; K75.1; K75.2; K75.3; K75.4; K75.8; K75.9; K76.0; K76.1; K76.2; K76.3; K76.4; K76.5; K76.6; K76.7; K76.8; K76.9; K77.0; K77.8
D98,7,Colecistite/colelitíase,Colecistite/colelitíase,cólica biliar; colangite; cálculos biliares,,"colecistite: evidência de patologia típica por ecografia ou intervenção cirúrgica; ou quadrante superior direito doloroso e icterícia ou febre ou história clínica de cálculos biliares; - colelitíase: demonstração imagiológica ou cirúrgica de cálculos; - cólica biliar aguda: dor abdominal aguda tipo cólica do quadrante superior direito sem febre; e icterícia ou quadrante superior direito doloroso, ou história clínica de cálculos biliares",dor abdominal localizada D06,,K80.0; K80.1; K80.2; K80.3; K80.4; K80.5; K80.8; K81.0; K81.1; K81.8; K81.9; K82.0; K82.1; K82.2; K82.3; K82.4; K82.8; K82.9; K83.0; K83.1; K83.2; K83.3; K83.4; K83.5; K83.8; K83.9; K87.0
D99,7,Doença do sistema digestivo outra,Doença do sistema digestivo outra,aderências abdominais; gastroenteropatia alérgica/toxica/diabética; doença celíaca; síndrome do esvaziamento rápido (dumping); intolerância alimentar; íleo; obstrução intestinal; intuscepção; intolerância à lactose; síndrome de malabsorção; doença vascular mesentérica; doença pancreática; peritonite; megacólon secundário; espru,colite associada a antibióticos A85; neoplasia maligna do estômago D74; neoplasia maligna do cólon/recto D75; neoplasia maligna do pâncreas D76; neoplasia digestiva maligna outra/NE D77,,,,K38.0; K38.1; K38.2; K38.3; K38.8; K38.9; K52.1; K52.2; K52.3; K52.8; K52.9; K55.0; K55.1; K55.2; K55.8; K55.9; K56.0; K56.1; K56.2; K56.3; K56.5; K56.6; K56.7; K59.2; K59.3; K59.8; K59.9; K62.2; K62.3; K62.4; K62.6; K62.7; K62.8; K62.9; K63.0; K63.1; K63.2; K63.3; K63.4; K63.8; K63.9; K65.0; K65.8; K65.9; K66.0; K66.1; K66.8; K66.9; K67.0; K67.1; K67.2; K67.3; K67.8; K85.0; K85.1; K85.2; K85.3; K85.8; K85.9; K86.0; K86.1; K86.2; K86.3; K86.8; K86.9; K87.1; K90.0; K90.1; K90.2; K90.3; K90.4; K90.8; K90.9; K91.1; K91.2; K91.5; K91.8; K91.9; K92.2; K92.8; K92.9; K93.0; K93.1; K93.8; Z90.3; Z90.4; Z98.0
F01,1,Dor no olho,Dor no olho,,sensações anormais no olho F13,,,,H57.1
F02,1,Olho vermelho,Olho vermelho,olhos congestionados/inflamados,,,,,H57.8
F03,1,Secreção ocular,Secreção ocular,lacrimejo; secreção purulenta,,,,,H04.2
F04,1,Moscas volantes/manchas visuais,Moscas volantes/manchas visuais,pontos fixos/flutuantes no campo visual,outra perturbação visual F05,,,,H53.1
F05,1,Perturbação visual outra,Perturbação visual outra,visão desfocada; dificuldade em ler; diplopia; vista esforçada; fotofobia; escotoma e ofuscamento quando os sintomas são confinados aos olhos; cegueira temporária NE; perda de visão; vista cansada,"cegueira de um olho F28; cegueira da neve F79, erros de refracção F91; cegueira permanente F94; daltonismo/cegueira nocturna F99",,,,H53.1; H53.2; H53.3; H53.8; H53.9
F13,1,Sensação ocular anormal,Sensação ocular anormal,ardor/secura/prurido no olho,dor no olho F01,,,,H57.8
F14,1,Movimentos oculares anormais,Movimentos oculares anormais,nistagmo,estrabismo F95; tremor N08; tique do olho P10,,,,H55
F15,1,Aparência anormal do olho,Aparência anormal do olho,alteração da cor do olho; olho inchado,olho vermelho F02,,,,H57.8
F16,1,Sintoma/queixa da pálpebra,Sintoma/queixa da pálpebra,pestanejo anormal; ptose palpebral,pálpebra inflamada F72,,,,H02.2; H02.3; H02.4; H02.5; H02.6; H02.7
F17,1,Sintoma/queixa relacionado com os óculos,Sintoma/queixa relacion com óculos,"problemas devido aos óculos afectando a estrutura, função ou sensações do(s) olho(s)",sintoma/queixa relacionado com as lentes de contacto F18,,,,Z46.0
F18,1,Sintoma/queixa relacionado com as lentes de contacto,Sintoma/queixa relaci c/ lentes cont,"problemas devido às lentes de contacto afectando a estrutura, função ou sensações do(s) olho(s)",,,,,Z46.0
F27,1,Medo de doença do olho,Medo de doença do olho,medo de cegueira,"se o doente tem a doença, codifique-a",preocupação com/medo de doença do olho numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
F28,1,Limitação funcional/incapacidade (F),Limitação funcional/incapacidade (F),cegueira de um olho,cegueira F94,limitação de função/incapacidade devida a um problema de visão/do(s) olho(s),,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),H54.4; H54.5; H54.6; H54.9; Z73.6
F29,1,Sintoma/queixa ocular outro,Sintoma/queixa ocular outro,,,,,,H57.8; H57.9
F70,7,Conjuntivite infecciosa,Conjuntivite infecciosa,conjuntivite bacteriana; conjuntivite NE; conjuntivite viral,conjuntivite alérgica com/sem rinorreia F71; queimadura por clarão F79; tracoma F86,inflamação infecciosa das conjuntivas presumida ou provada,,,A74.0; B30.0; B30.1; B30.2; B30.3; B30.8; B30.9; H10.0; H10.2; H10.3; H10.4; H10.5; H10.8; H10.9; H13.0; H13.1; H13.2; H13.3; H13.8
F71,7,Conjuntivite alérgica,Conjuntivite alérgica,conjuntivite alérgica com/sem rinorreia,conjuntivite bacteriana/viral F70; queimadura por clarão F79; tracoma F86,"hipéremia da conjuntiva, lacrimação excessiva, prurido/edema da conjuntiva de origem alérgica presumida ou provada",,,H10.1
F72,7,Blefarite/treçolho/calázio,Blefarite/treçolho/calázio,dermatite/dermatose das pálpebras; infecção da pálpebra; hordéolo; quisto de Meibomius; quisto társico,dacrocistite/dacriocistite F73,inflamação/edema generalizado/localizado da pálpebra/glândula társica,,,H00.0; H00.1; H01.0; H01.1; H01.8; H01.9
F73,7,Infecção/inflamação ocular outra,Infecção/inflamação ocular outra,dacrocistite/dacriocistite; herpes simples ocular sem úlcera da córnea; inflamação da órbita; iridociclite; irite; queratite,queratite do sarampo A71; úlcera da córnea (herpes) F85; tracoma F86; herpes zoster S70,,,,B00.5; B58.0; H03.0; H03.1; H03.8; H04.3; H04.4; H05.0; H05.1; H16.1; H16.2; H16.3; H16.4; H16.8; H16.9; H20.0; H20.1; H20.2; H20.8; H20.9; H21.0; H21.1; H21.2; H21.3; H21.4; H21.5; H21.8; H21.9; H22.0; H22.1; H22.8; H30.0; H30.1; H30.2; H30.8; H30.9; H32.0; H32.8; H44.0; H44.1
F74,7,Neoplasia do olho/anexos,Neoplasia do olho/anexos,neoplasia benigna/maligna do olho/anexos,,,,,C69.0; C69.1; C69.2; C69.3; C69.4; C69.5; C69.6; C69.8; C69.9; D09.2; D31.0; D31.1; D31.2; D31.3; D31.4; D31.5; D31.6; D31.9; D48.7
F75,7,Contusão/hemorragia ocular,Contusão/hemorragia ocular,olho negro; hifema; hemorragia subconjuntival,úlcera da córnea F85,,,,H11.3; S00.1; S05.1
F76,7,Corpo estranho ocular,Corpo estranho ocular,,escoriação da córnea F79,,,,T15.0; T15.1; T15.8; T15.9
F79,7,Lesão traumática ocular outra,Lesão traumática ocular outra,escoriação da córnea; queimadura por clarão; cegueira provocada pela neve,contusão/hemorragia ocular F75; corpo estranho ocular F76,,,,H16.1; H44.6; H44.7; S00.2; S01.1; S05.0; S05.2; S05.3; S05.4; S05.5; S05.6; S05.7; S05.8; S05.9; S09.9; T26.0; T26.1; T26.2; T26.3; T26.4; T26.5; T26.6; T26.7; T26.8; T26.9
F80,7,Obstrução do canal lacrimal da criança,Obstrução do canal lacrimal criança,,dacriocistite F73; obstrução do canal lacrimal em pessoa mais velha F99,"corrimento de lágrimas sem choro, com início antes dos três meses de idade",,,Q10.5
F81,7,Malformação congénita do olho outra,Malformação congénita do olho outra,,,,,,Q10.0; Q10.1; Q10.2; Q10.3; Q10.4; Q10.6; Q10.7; Q11.0; Q11.1; Q11.2; Q11.3; Q12.0; Q12.1; Q12.2; Q12.3; Q12.4; Q12.8; Q12.9; Q13.0; Q13.1; Q13.2; Q13.3; Q13.4; Q13.5; Q13.8; Q13.9; Q14.0; Q14.1; Q14.2; Q14.3; Q14.8; Q14.9; Q15.0; Q15.8; Q15.9
F82,7,Descolamento da retina,Descolamento da retina,,,,,,H33.0; H33.1; H33.2; H33.3; H33.4; H33.5
F83,7,Retinopatia,Retinopatia,retinopatia diabética/hipertensiva,,,,"Codificação dupla com a doença causal conhecida, por exemplo, diabetes T89, T90 ou hipertensão K87",H35.0; H35.1; H35.2; H35.4; H36.0; H36.8
F84,7,Degenerescência macular,Degenerescência macular,,retinopatia F83,,,,H35.3
F85,7,Úlcera da córnea,Úlcera da córnea,úlcera dendrítica; queratite viral,escoriação da córnea/outro traumatismo ocular F79,,,,H16.0; H19.0; H19.1; H19.2; H19.3; H19.8
F86,7,Tracoma,Tracoma,,,"evidência de infecção com Chlamydia trachomatis ou características clínicas típicas, incluindo inflamação crónica e hipertrofia da conjuntiva com formação de grânulos amarelados/acinzentados",olho vermelho F02; secreção ocular F03,,A71.0; A71.1; A71.9; B94.0
F91,7,Erro de refracção,Erro de refracção,astigmatismo; hipermetropia; visão longa; miopia; presbiopia; visão curta,cegueira parcial/completa F94,défice visual corrigível com lentes apropriadas,,,H44.2; H52.0; H52.1; H52.2; H52.3; H52.4; H52.5; H52.6; H52.7
F92,7,Catarata,Catarata,,catarata congénita F81,opacidade total/parcial da lente óptica que reduz/prejudica a visão,,,H25.0; H25.1; H25.2; H25.8; H25.9; H26.0; H26.1; H26.2; H26.3; H26.4; H26.8; H26.9; H28.0; H28.1; H28.2; H28.8
F93,7,Glaucoma,Glaucoma,aumento da pressão intra-ocular,glaucoma congénito F81,,,,H40.0; H40.1; H40.2; H40.3; H40.4; H40.5; H40.6; H40.8; H40.9; H42.0; H42.8
F94,7,Cegueira,Cegueira,cegueira parcial/total dos dois olhos,visão turva/cegueira temporária F05; cegueira de um olho F28; cegueira provocada pela neve F79; erros de refracção F91; daltonismo F99; cegueira nocturna F99,,,,H54.0; H54.1; H54.2; H54.3
F95,7,Estrabismo,Estrabismo,olhos cruzados; olhos tortos,,falta de paralelismo do eixo visual ocular diagnosticado durante exame médico,movimentos oculares anormais F14,,H49.0; H49.1; H49.2; H49.3; H49.4; H49.8; H49.9; H50.0; H50.1; H50.2; H50.3; H50.4; H50.5; H50.6; H50.8; H50.9; H51.0; H51.1; H51.2; H51.8; H51.9
F99,7,Doença ocular/anexos outra,Doença ocular/anexos outra,ambliopia; arco senil; daltonismo; opacidade da córnea; problema da órbita; ectrópio; entrópio; episclerite; pestana encravada; olho preguiçoso; cegueira nocturna; papiledema; pterígio; esclerite,,,,,H02.0; H02.1; H02.8; H02.9; H04.0; H04.1; H04.5; H04.6; H04.8; H04.9; H05.2; H05.3; H05.4; H05.5; H05.8; H05.9; H06.0; H06.1; H06.2; H06.3; H11.0; H11.1; H11.2; H11.4; H11.8; H11.9; H15.0; H15.1; H15.8; H15.9; H17.0; H17.1; H17.8; H17.9; H18.0; H18.1; H18.2; H18.3; H18.4; H18.5; H18.6; H18.7; H18.8; H18.9; H27.0; H27.1; H27.8; H27.9; H31.0; H31.1; H31.2; H31.3; H31.4; H31.8; H31.9; H34.0; H34.1; H34.2; H34.8; H34.9; H35.5; H35.6; H35.7; H35.8; H35.9; H43.0; H43.1; H43.2; H43.3; H43.8; H43.9; H44.3; H44.4; H44.5; H44.8; H44.9; H45.0; H45.1; H45.8; H46; H47.0; H47.1; H47.2; H47.3; H47.4; H47.5; H47.6; H47.7; H48.0; H48.1; H48.8; H53.0; H53.4; H53.5; H53.6; H53.8; H57.0; H57.8; H58.0; H58.1; H58.8
H01,1,Dor do ouvido,Dor do ouvido,,,,,,H92.0
H02,1,Queixa de audição,Queixa de audição,perturbação de discriminação auditiva; diplacúsia e sensação de perda de audição; hiperacúsia,surdez de ambos os ouvidos H86; surdez de um ouvido H86,,,,H93.2
H03,1,"Acufeno, zumbido/ruído no ouvido","Acufeno, zumbido/ruído no ouvido",eco no ouvido,ouvidos a estalar H29,,,,H93.1
H04,1,Secreção do ouvido,Secreção do ouvido,,sangue dentro do/expelido pelo ouvido H05,,,,H92.1
H05,1,Hemorragia do ouvido,Hemorragia do ouvido,sangue dentro do/expelido pelo ouvido,,,,,H92.2
H13,1,Sensação de ouvido tapado,Sensação de ouvido tapado,ouvido obstruído,cera excessiva no ouvido H81,,,,H93.8
H15,1,Preocupação com a aparência das orelhas,Preocupação com aparência orelhas,,orelhas de morcego/malformação congénita das orelhas H80,,,,R46.8
H27,1,Medo de doença do ouvido,Medo de doença do ouvido,medo de surdez,"se o doente tem a doença, codifique-a",preocupação com/medo de doença auditiva/surdez numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
H28,1,Limitação funcional/incapacidade (H),Limitação funcional/incapacidade (H),surdez temporária,presbiacúsia H84; traumatismo acústico H85; surdez H86; tonturas/vertigens N17,limitação de função/incapacidade devida a um problema do ouvido/de audição,,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),Z73.6
H29,1,Sintoma/queixa do ouvido outro,Sintoma/queixa do ouvido outro,ouvidos a estalar; comichão nos ouvidos; puxar as orelhas,tonturas/perda de equilíbrio/vertigens N17,,,,H93.8; H93.9
H70,7,Otite externa,Otite externa,abcesso/eczema/furúnculo do meato auditivo externo; ouvido de nadador,,inflamação/descamação do canal auditivo externo,,,H60.0; H60.1; H60.2; H60.3; H60.4; H60.5; H60.8; H60.9; H62.0; H62.1; H62.2; H62.3; H62.4; H62.8
H71,7,Otite média aguda/miringite,Otite média aguda/miringite,mastoidite aguda; otite média aguda supurativa; timpanite aguda; otite média NE,otite média serosa H72; otite média crónica H74,"perfuração recente do tímpano, provocando uma secreção de pus; ou tímpano inflamado e abaulado; ou um tímpano mais congestionado que outro; ou tímpano congestionado, provocando dores de ouvidos; ou bolhas no tímpano",dor do ouvido H01; secreção do ouvido H04,,H66.0; H66.4; H66.9; H67.0; H67.1; H67.8; H70.0; H73.0
H72,7,Otite média serosa,Otite média serosa,glue ear; otite média com efusão (OME),otite média aguda H71; otite média crónica H74,"líquido acumulado por detrás do tímpano, sem inflamação; ou macicez do tímpano com retracção, abaulamento ou com consequente diminuição da capacidade auditiva",sensação de ouvido obstruído H13; inflamação/bloqueio da trompa de Eustáquio H73,,H65.0; H65.1; H65.2; H65.3; H65.4; H65.9
H73,7,Inflamação da trompa de eustáquio,Inflamação da trompa de eustáquio,bloqueio/catarro/disfunção/salpingite da trompa de Eustáquio,otite média serosa H72,,sensação de ouvido obstruído H13,,H68.0; H68.1; H69.0; H69.8; H69.9
H74,7,Otite média crónica,Otite média crónica,colesteatoma; mastoidite crónica; otite média crónica supurativa,otite média serosa H72,,,,H66.1; H66.2; H66.3; H66.9; H70.1; H70.2; H70.8; H70.9; H71; H73.1; H75.0; H75.8
H75,7,Neoplasia do ouvido,Neoplasia do ouvido,neoplasia benigna/maligna do ouvido,pólipo auricular H99; neuroma acústico N75,,,,C30.1; C44.2; C49.0; D02.3; D04.2; D14.0; D21.0; D23.2
H76,7,Corpo estranho no ouvido,Corpo estranho no ouvido,,,,,,T16
H77,7,Perfuração do tímpano,Perfuração do tímpano,,perfuração do tímpano com infecção (otite média aguda/miringite) H71; perfuração do tímpano com infecção (otite média crónica) H74; rotura do tímpano traumática/por pressão H79,,,,H72.0; H72.1; H72.2; H72.8; H72.9
H78,7,Traumatismo superficial do ouvido,Traumatismo superficial do ouvido,traumatismo do meato externo/pavilhão auricular,traumatismo do tímpano H79,,,,S00.4
H79,7,Traumatismo do ouvido outro,Traumatismo do ouvido outro,rotura do tímpano traumática/por pressão,,,,,S01.3; S07.8; S08.1; S09.2; T70.0
H80,7,Malformação congénita do ouvido,Malformação congénita do ouvido,orelha acessória; orelhas de morcego,surdez congénita H86,,,,Q16.0; Q16.1; Q16.2; Q16.3; Q16.4; Q16.5; Q16.9; Q17.0; Q17.1; Q17.2; Q17.3; Q17.4; Q17.5; Q17.8; Q17.9
H81,7,Cerumen no ouvido em excesso,Cerumen no ouvido em excesso,,,sintoma/queixa devido a cera no canal auditivo,,,H61.2
H82,7,Síndrome vertiginosa,Síndrome vertiginosa,vertigem paroxística/posicional benigna; labirintite; doença de Meniére; neuronite vestibular,,vertigem giratória verdadeira,vertigens/tonturas N17,,A88.1; H81.0; H81.1; H81.2; H81.3; H81.4; H81.8; H81.9; H82; H83.0; H83.1; H83.2
H83,7,Otoesclerose,Otoesclerose,,,,,,H80.0; H80.1; H80.2; H80.8; H80.9
H84,7,Presbiacusia,Presbiacusia,,surdez H86,"desenvolvimento progressivo de surdez simétrica bilateral com o envelhecimento, principalmente na percepção de sons de alta frequência",dificuldade auditiva H28,,H91.1
H85,7,Lesão acústica,Lesão acústica,surdez por ruído,perfuração do tímpano H77,"surdez para sons de alta frequência, com história de exposição a ruído elevado",dificuldade auditiva H28; surdez H86,,H83.3
H86,7,Surdez,Surdez,surdez congénita; surdez de um ouvido; surdez parcial/total de ambos os ouvidos,surdez temporária H28; otoesclerose H83; presbiacusia H84; surdez por ruído H85,,,,H90.0; H90.1; H90.2; H90.3; H90.4; H90.5; H90.6; H90.7; H90.8; H91.0; H91.2; H91.3; H91.8; H91.9
H99,7,Doença do ouvido/mastóide outra,Doença do ouvido/mastóide outra,constrição do canal externo; canal externo estreito; pólipo do ouvido médio; estenose do canal externo,mastoidite H74,,,,H61.0; H61.1; H61.3; H61.8; H61.9; H73.8; H73.9; H74.0; H74.1; H74.2; H74.3; H74.4; H74.8; H74.9; H83.8; H83.9; H93.0; H93.3; H93.8; H93.9; H94.0; H94.8
K01,1,Dor do coração,Dor do coração,dor atribuída ao coração,dor torácica NE A11; medo de ataque cardíaco K24; angina de peito K74; sensação de aperto torácico R29,,,,R07.2
K02,1,Pressão/aperto do coração,Pressão/aperto do coração,peso no coração,dor torácica NE A11; medo de ataque cardíaco K24; angina de peito K74; falta de ar/dispneia R02,,,,R07.2
K03,1,Dor cardiovascular NE,Dor cardiovascular NE,,"dor atribuída ao coração K01; claudicação K92, enxaqueca N89",,,,R09.8
K04,1,Palpitações/percepção do coração,Palpitações/percepção do coração,bradicardia; taquicardia,taquicardia paroxística K79,,,,R00.0; R00.1; R00.2
K05,1,Irregularidade do batimento cardíaco outra,Irregularidade batim cardíaco outra,,palpitações K04,,,,R00.8
K06,1,Veias proeminentes,Veias proeminentes,aranha vascular; veias invulgarmente proeminentes,veias varicosas K95; hemangioma S81,,,,I78.1; I87.8
K07,1,Tornozelos inchados/edema,Tornozelos inchados/edema,hidropsia; retenção de líquidos; pés/pernas inchados,sintoma do tornozelo L16; inchaço localizado S04,,,,R60.0; R60.1; R60.9
K22,1,Factor de risco para doença cardiovascular,Factor de risco para doença cardiovascular,outro factor de risco para doença cardiovascular; história pessoal/familiar de doença cardiovascular; episódio anterior de doença cardiovascular,,,,,Z82.3; Z82.4; Z86.7
K24,1,Medo de doença cardíaca,Medo de doença cardíaca,medo de ataque cardíaco,"se o doente tem a doença, codifique-a",preocupação com/medo de ataque cardíaco/doença cardíaca numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
K25,1,Medo de hipertensão,Medo de hipertensâo,,"se o doente tem a doença, codifique-a",preocupação com/medo de hipertensão numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
K27,1,Medo de doença cardiovascular outra,Medo de doença cardiovascular outra,,"Medo de doença cardíaca K24; Medo de hipertensão K25; se o doente tem a doença, codifique-a",preocupação com/medo de outra doença do sistema circulatório numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
K28,1,Limitação funcional/incapacidade (K),Limitação funcional/incapacidade (K),,,limitação de função/incapacidade devida a um problema cardiovascular,,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),Z73.6
K29,1,Sintoma/queixa cardiovascular outro,Sintoma/queixa cardiovascular outro,problema cardíaco; pressão arterial baixa; coração fraco,líquido no pulmão/congestão pulmonar R29; efusão/exsudado pleural R82; cianose S08,,,,R03.1; R09.8
K70,7,Infecção do aparelho circulatório,Infecção do aparelho circulatório,endocardite aguda/subaguda; endocardite bacteriana; miocardite; pericardite,doença cardíaca reumática K71; endorcardite crónica K83; flebite/tromboflebite K94; arterite K99,,,,A39.5; B33.2; B37.6; I30.1; I32.0; I32.1; I33.0; I33.9; I38; I40.0; I40.1; I40.8; I40.9; I41.0; I41.1; I41.2; I41.8
K71,7,Febre/doença cardíaca reumática,Febre/doença cardíaca reumática,coreia; estenose mitral,,"Para a febre reumática aguda: duas manifestações major, ou uma major e duas minor, e ainda evidência de infecção estreptocócica anterior; - manifestações major: poliartrite migratória; cardite; coreia; eritema marginado; aparecimento recente de nódulos subcutâneos; - manifestações minor: febre; artralgia; VS elevada ou proteína C-reactiva positiva; intervalo P-R prolongado no ECG; - Para doença cardíaca reumática crónica: achados físicos consistentes com uma lesão valvular do coração num doente com história de febre reumática; ou achados físicos consistentes com estenose mitral, mesmo na ausência de história de febre reumática, mas sem qualquer outra causa demonstrável ",doença valvular cardíaca K83; outra doença cardíaca K84,,I00; I01.0; I01.1; I01.2; I01.8; I01.9; I02.0; I02.9; I05.0; I05.1; I05.2; I05.8; I05.9; I06.0; I06.1; I06.2; I06.8; I06.9; I07.0; I07.1; I07.2; I07.8; I07.9; I08.0; I08.1; I08.2; I08.3; I08.8; I08.9; I09.0; I09.1; I09.2; I09.8; I09.9
K72,7,Neoplasia cardiovascular,Neoplasia cardiovascular,neoplasia cardiovascular benigna/maligna,hemangioma S81,,,,C38.0; C45.2; D15.1; D15.2; D48.7
