code,text,origin,chapter,label
D13,Icterícia,icpc2_description,D,88
D13,icterícia por cirrose,gpt-4o-mini,D,88
D13,icterícia colestática,gpt-4o-mini,D,88
D13,"Icterícia, sem outra especificação",icd10_description,D,88
D13,icterícia por alcoolismo,gpt-4o-mini,D,88
D13,icterícia em recém-nascidos,gpt-4o-mini,D,88
D13,ictérico,icpc2_inclusion,D,88
D13,icterícia hepatocelular,gpt-4o-mini,D,88
D13,icterícia por hemorragia,gpt-4o-mini,D,88
D14,Vómito de sangue fresco,gpt-4o-mini,D,89
D14,Vómito com hemorragia digestiva,gpt-4o-mini,D,89
D14,Hematemese,icd10_description,D,89
D14,Hematemese/vómito de sangue,icpc2_description,D,89
D14,Vómito com sangue,gpt-4o-mini,D,89
D14,Vómito hemático,gpt-4o-mini,D,89
D14,Hemorragia digestiva alta,gpt-4o-mini,D,89
D14,Vómito com sangue proveniente do estômago,gpt-4o-mini,D,89
D14,Vómito com hemorragia,gpt-4o-mini,D,89
D14,Sangue no vómito,gpt-4o-mini,D,89
D14,Hemorragia gástrica alta,gpt-4o-mini_human-dc,D,89
D14,Vómito com conteúdo sanguíneo,gpt-4o-mini,D,89
D14,Vómito com vestígios de sangue,gpt-4o-mini,D,89
D14,Vómito com hemácias,gpt-4o-mini,D,89
D14,Vómito com sangue coagulado,gpt-4o-mini,D,89
D14,Vómito com sangue vivo,gpt-4o-mini,D,89
D14,Vómito de sangue escuro,gpt-4o-mini,D,89
D14,Vómito sanguinolento,gpt-4o-mini,D,89
D15,Melena,icpc2_description,D,90
D15,Sangue nas fezes,icd10_description,D,90
D15,fezes escuras/tipo alcatrão,icpc2_inclusion,D,90
D15,melenas com aspecto de alcatrão,gpt-4o-mini_human-dc,D,90
D15,melenas por hemorragia,gpt-4o-mini_human-dc,D,90
D15,fezes com sangue escuro,gpt-4o-mini_human-dc,D,90
D15,fezes com sangue digerido escuro,gpt-4o-mini_human-dc,D,90
D15,fezes com sangue digerido,gpt-4o-mini,D,90
D15,Fezes com aparência de alcatrão,gpt-4o-mini,D,90
D15,fezes com coloração negra,gpt-4o-mini,D,90
D15,fezes com coloração escura,gpt-4o-mini,D,90
D15,fezes com aspecto de borra de café,gpt-4o-mini,D,90
D15,fezes com coloração semelhante a alcatrão,gpt-4o-mini,D,90
D15,fezes com presença de sangue digerido,gpt-4o-mini_human-dc,D,90
D15,fezes com aparência de borra escura,gpt-4o-mini,D,90
D15,fezes com presença de sangue escuro,gpt-4o-mini_human-dc,D,90
D15,fezes negras,gpt-4o-mini,D,90
D15,fezes com aspecto de resíduo escuro,gpt-4o-mini,D,90
D15,melenas por hemorragia digestiva,gpt-4o-mini_human-dc,D,90
D16,sangue fresco nas fezes,icpc2_inclusion,D,91
D16,sangue após defecar,human-dc,D,91
D16,sangue após evacuar,human-dc,D,91
D16,retorragia,human-dc,D,91
D16,sangue visível nas fezes,gpt-4o-mini,D,91
D16,Sangue no reto,gpt-4o-mini,D,91
D16,fezes com sangue raiado,gpt-4o-mini_human-dc,D,91
D16,evacuação com sangue raiado,gpt-4o-mini_human-dc,D,91
D16,Hemorragia do reto  e do ânus,icd10_description,D,91
D16,Hemorragia rectal,icpc2_description,D,91
D16,perda de sangue pelo ânus,gpt-4o-mini,D,91
D16,sangue na saída anal,gpt-4o-mini,D,91
D16,sangramento anal,gpt-4o-mini,D,91
D16,sangue nas fezes frescas,gpt-4o-mini,D,91
D16,fezes raiadas de sangue,human-dc,D,91
D16,sangramento retal,gpt-4o-mini,D,91
D16,evacuação sanguinolenta,gpt-4o-mini,D,91
D16,hemorragia anal,gpt-4o-mini,D,91
D16,sangue na evacuação,human-dc,D,91
D16,sangue após defecação,human-dc,D,91
D16,sangue após evacuação,human-dc,D,91
D17,incontinência fecal,icpc2_inclusion,D,92
D17,problemas de controle intestinal,gpt-4o-mini,D,92
D17,Incontinência fecal,icd10_description,D,92
D17,inabilidade em reter fezes,gpt-4o-mini,D,92
D17,incontinência de matéria fecal,gpt-4o-mini,D,92
D17,perda de controle das fezes,gpt-4o-mini,D,92
D17,Incontinência de fezes,gpt-4o-mini,D,92
D17,incapacidade de controlar a defecação,gpt-4o-mini,D,92
D17,incontinência de fezes sólidas,gpt-4o-mini,D,92
D17,dificuldade em segurar as fezes,gpt-4o-mini,D,92
D17,incontinência anal,gpt-4o-mini,D,92
D17,incontinência de conteúdo fecal,gpt-4o-mini,D,92
D17,dificuldade em controlar as fezes,gpt-4o-mini,D,92
D17,incontinência de esfíncter anal,gpt-4o-mini,D,92
D17,Incontinência intestinal,icpc2_description,D,92
D17,incontinência retal,gpt-4o-mini,D,92
D17,incapacidade de reter fezes,gpt-4o-mini,D,92
D17,perda de controle intestinal,gpt-4o-mini,D,92
D17,distúrbio de controle fecal,gpt-4o-mini,D,92
D18,Problemas nas fezes,gpt-4o-mini,D,93
D18,Alteração na frequência intestinal,gpt-4o-mini,D,93
D18,Alterações no padrão intestinal,gpt-4o-mini,D,93
D18,Anomalias nas fezes,gpt-4o-mini,D,93
D18,Alteração nas fezes/movimentos intes,icpc2_short,D,93
D18,Alterações nas evacuações,gpt-4o-mini,D,93
D18,Alterações no trânsito intestinal,gpt-4o-mini,D,93
D18,Alterações na consistência das fezes,gpt-4o-mini,D,93
D18,Modificação do hábito intestinal,gpt-4o-mini,D,93
D18,Alteração do hábito intestinal,icd10_description,D,93
D18,Outras anomalias fecais,icd10_description,D,93
D18,Variações nas evacuações,gpt-4o-mini,D,93
D18,Alteração nas fezes/movimentos intestinais,icpc2_description,D,93
D18,Irregularidade intestinal,gpt-4o-mini,D,93
D18,Variações nos movimentos intestinais,gpt-4o-mini,D,93
D19,Outras patologias especificadas dos dentes e das estruturas de sustentação,icd10_description,D,94
D19,Alterações pós-eruptivas da cor dos tecidos duros dos dentes,icd10_description,D,94
D19,Deposito sobre os dentes,icd10_description,D,94
D19,dor de dentes,icpc2_inclusion,D,94
D19,erupção dos dentes,icpc2_inclusion,D,94
D19,Síndrome da erupção dentária,icd10_description,D,94
D19,problema da dentadura,icpc2_inclusion,D,94
D19,Sintoma/queixa dos dentes/gengivas,icpc2_description,D,94
D19,hemorragia gengival,icpc2_inclusion,D,94
D20,"Boca seca, sem outra especificação",icd10_description,D,95
D20,Língua pregueada,icd10_description,D,95
D20,Glossite romboide médiana,icd10_description,D,95
D20,Língua geográfica,icd10_description,D,95
D20,Outras lesões e lesões não especificadas da mucosa oral,icd10_description,D,95
D20,Mordedura da mucosa das mucosa jugals e dos lábios,icd10_description,D,95
D20,Sintoma/queixa da boca/língua/lábio,icpc2_description,D,95
D20,Glossodinia,icd10_description,D,95
D20,Halitose,icd10_description,D,95
D20,halitose,icpc2_inclusion,D,95
D20,mau hálito,icpc2_inclusion,D,95
D20,língua saburrenta,icpc2_inclusion,D,95
D20,lábios gretados,icpc2_inclusion,D,95
D20,lábios inchados,icpc2_inclusion,D,95
D20,salivação,icpc2_inclusion,D,95
D20,inflamação da boca,icpc2_inclusion,D,95
D20,boca seca,icpc2_inclusion,D,95
D21,problemas respiratórios ao engolir,gpt-4o-mini,D,96
D21,engolir com dificuldade,gpt-4o-mini,D,96
D21,problemas de passagem de alimentos,gpt-4o-mini,D,96
D21,transtorno de deglutição,gpt-4o-mini,D,96
D21,dificuldade em engolir sólidos,gpt-4o-mini,D,96
D21,Problema de deglutição,icpc2_description,D,96
D21,Dificuldade em engolir,gpt-4o-mini,D,96
D21,incapacidade de engolir,gpt-4o-mini,D,96
D21,dificuldade na deglutição,gpt-4o-mini,D,96
D21,dificuldade em deglutir,gpt-4o-mini,D,96
D21,problemas de deglutição,gpt-4o-mini,D,96
D21,Afagia e disfagia,icd10_description,D,96
D21,dificuldade de deglutição,gpt-4o-mini,D,96
D21,transtorno na deglutição,gpt-4o-mini,D,96
D21,sensação de aperto na garganta,gpt-4o-mini,D,96
D21,dificuldade em engolir líquidos,gpt-4o-mini,D,96
D21,problemas de alimentação,gpt-4o-mini,D,96
D21,sensação de sufoco,icpc2_inclusion,D,96
D21,disfagia,icpc2_inclusion,D,96
D21,problemas de engolir,gpt-4o-mini,D,96
D21,engolir com dor,gpt-4o-mini,D,96
D21,dificuldade em ingerir,gpt-4o-mini,D,96
D21,dificuldade em engolir alimentos,gpt-4o-mini,D,96
D21,dificuldade na ingestão,gpt-4o-mini,D,96
D23,Fígado aumentado de volume,gpt-4o-mini,D,97
D23,Hepatomegalia isolada,gpt-4o-mini,D,97
D23,Hepatomegalia com envolvimento esplénico,gpt-4o-mini,D,97
D23,Hepatomegalia com alterações laboratoriais,gpt-4o-mini,D,97
D23,Hepatomegalia secundária,gpt-4o-mini,D,97
D23,Hepatomegalia,gpt-4o-mini,D,97
D23,Hepatomegalia leve,gpt-4o-mini,D,97
D23,Aumento do volume hepático,gpt-4o-mini,D,97
D23,Hepatomegalia com sintomas associados,gpt-4o-mini,D,97
D23,Hepatomegalia crónica,gpt-4o-mini,D,97
D23,Aumento do fígado,gpt-4o-mini,D,97
D23,Hepatomegalia e esplenomegalia,gpt-4o-mini,D,97
D23,Hepatomegalia com complicações,gpt-4o-mini,D,97
D23,Hepatomegália,icpc2_description,D,97
D23,Hepatomegalia aguda,gpt-4o-mini,D,97
D23,Hepatomegalia com esplenomegalia,gpt-4o-mini,D,97
D23,Fígado aumentado,gpt-4o-mini,D,97
D23,Hepatomegalia não especificada,gpt-4o-mini,D,97
D23,Hepatomegalia com outras condições,gpt-4o-mini,D,97
D23,Hepatomegalia e insuficiência hepática,gpt-4o-mini_human-dc,D,97
D23,"Hepatomegalia, não classificada noutra parte",icd10_description,D,97
D23,Aumento hepático,gpt-4o-mini,D,97
D23,Hepatomegalia e doenças sistémicas,gpt-4o-mini,D,97
D23,Fígado aumentado com esplenomegalia,gpt-4o-mini,D,97
D23,Hepatomegalia e distúrbios hematológicos,gpt-4o-mini,D,97
D23,Hepatomegalia severa,gpt-4o-mini,D,97
D24,protuberância no abdómen,gpt-4o-mini,D,98
D24,alto no abdómen,icpc2_inclusion,D,98
D24,anomalia na cavidade abdominal,gpt-4o-mini,D,98
D24,protuberância abdominal não especificada,gpt-4o-mini,D,98
D24,aumento abdominal,gpt-4o-mini,D,98
D24,massa abdominal indefinida,gpt-4o-mini,D,98
D24,formação abdominal,gpt-4o-mini,D,98
D24,edema abdominal,gpt-4o-mini,D,98
D24,aumento de volume abdominal,gpt-4o-mini,D,98
D24,aumento da massa abdominal,gpt-4o-mini,D,98
D24,massa não especificada no abdómen,gpt-4o-mini,D,98
D24,massa intra-abdominal,gpt-4o-mini,D,98
D24,tumor abdominal,gpt-4o-mini,D,98
D24,massa abdominal não caracterizada,gpt-4o-mini,D,98
D24,Massa abdominal NE,icpc2_short,D,98
D24,"Edema, massa ou protuberância abdominal e pélvica",icd10_description,D,98
D24,Massa abdominal indeterminada,gpt-4o-mini,D,98
D24,massa no abdómen,gpt-4o-mini,D,98
D24,edema na área abdominal,gpt-4o-mini,D,98
D24,Massa Abdominal NE,icpc2_description,D,98
D25,edema pélvico,gpt-4o-mini,D,99
D25,abdómen inchado sem massa,icpc2_inclusion,D,99
D25,abdómen distendido,gpt-4o-mini,D,99
D25,aumento do volume abdominal,gpt-4o-mini,D,99
D25,abdómen volumoso,gpt-4o-mini,D,99
D25,distensão do abdómen,gpt-4o-mini,D,99
D25,inchaço do abdómen,gpt-4o-mini,D,99
D25,Distensão abdominal,icpc2_description,D,99
D25,aumento do abdómen,gpt-4o-mini,D,99
D25,abdómen com aumento de volume,gpt-4o-mini,D,99
D25,abdómen com distensão,gpt-4o-mini,D,99
D26,Receio de problemas malignos no sistema digestivo,gpt-4o-mini,D,100
D26,Insegurança sobre cancro digestivo,gpt-4o-mini_human-dc,D,100
D26,Ansiedade sobre cancro no trato digestivo,gpt-4o-mini_human-dc,D,100
D26,Medo de neoplasia gastrointestinal,gpt-4o-mini,D,100
D26,Medo de tumor no sistema digestivo,gpt-4o-mini,D,100
D26,Temor de cancro no estômago,gpt-4o-mini_human-dc,D,100
D26,Medo de doenças malignas do sistema digestivo,gpt-4o-mini,D,100
D26,Receio de cancro no aparelho digestivo,gpt-4o-mini_human-dc,D,100
D26,Ansiedade por diagnóstico de cancro digestivo,gpt-4o-mini_human-dc,D,100
D26,Preocupação com cancro intestinal,gpt-4o-mini_human-dc,D,100
D26,Temor de neoplasia do trato digestivo,gpt-4o-mini,D,100
D26,Ansiedade por possíveis diagnósticos de cancro digestivo,gpt-4o-mini_human-dc,D,100
D26,Ansiedade relacionada ao cancro do sistema digestivo,gpt-4o-mini_human-dc,D,100
D26,Medo de cancro gastrointestinal,gpt-4o-mini_human-dc,D,100
D26,Medo de diagnóstico de cancro digestivo,gpt-4o-mini_human-dc,D,100
D26,Preocupação com a possibilidade de cancro digestivo,gpt-4o-mini_human-dc,D,100
D26,Temor de doenças oncológicas do sistema digestivo,gpt-4o-mini,D,100
D26,Medo de cancro do sistema digestivo,icpc2_description,D,100
D26,Preocupação com cancro digestivo,gpt-4o-mini_human-dc,D,100
D27,medo de doença celíaca,gpt-4o-mini,D,101
D27,receio de ter flatulência excessiva,gpt-4o-mini,D,101
D27,medo de hemorroidas,gpt-4o-mini,D,101
D27,receio de ter esofagite,gpt-4o-mini,D,101
D27,receio de ter colite,gpt-4o-mini,D,101
D27,medo de diarreia crónica,gpt-4o-mini,D,101
D27,medo de esofagite,gpt-4o-mini,D,101
D27,medo de refluxo gastroesofágico,gpt-4o-mini,D,101
D27,receio de ter diarreia crónica,gpt-4o-mini,D,101
D27,Medo doença sistema digestivo outra,icpc2_short,D,101
D27,medo de enfermidades do sistema digestivo,gpt-4o-mini,D,101
D27,receio de ter diverticulite,gpt-4o-mini,D,101
D27,receio de ter constipação intestinal,gpt-4o-mini,D,101
D27,medo de dispepsia,gpt-4o-mini,D,101
D27,medo de síndrome do intestino irritável,gpt-4o-mini,D,101
D27,medo de gastrite,gpt-4o-mini,D,101
D27,receio de ter hemorroidas,gpt-4o-mini,D,101
D27,medo de pancreatite,gpt-4o-mini,D,101
D27,temor de patologias digestivas,gpt-4o-mini,D,101
D27,temor de doenças do estômago e intestinos,gpt-4o-mini,D,101
D27,medo de intolerância à lactose,gpt-4o-mini,D,101
D27,receio de ter gastrite,gpt-4o-mini,D,101
D27,medo de úlcera gástrica,gpt-4o-mini,D,101
D27,temor de problemas de saúde digestiva,gpt-4o-mini,D,101
D27,receio de ter úlcera gástrica,gpt-4o-mini,D,101
D27,receio de ter doença celíaca,gpt-4o-mini,D,101
D27,medo de flatulência excessiva,gpt-4o-mini,D,101
D27,preocupação com doenças do trato digestivo,gpt-4o-mini,D,101
D27,receio de condições gastrointestinais,gpt-4o-mini,D,101
D27,medo de problemas de saúde no trato digestivo,gpt-4o-mini,D,101
D27,receio de anomalias gastrointestinais,gpt-4o-mini,D,101
D27,receio de ter refluxo gastroesofágico,gpt-4o-mini,D,101
D27,medo de doenças intestinais,gpt-4o-mini,D,101
D27,receio de ter síndrome do intestino irritável,gpt-4o-mini,D,101
D27,medo de diverticulite,gpt-4o-mini,D,101
D27,Medo de doença do sistema digestivo outra,icpc2_description,D,101
D27,receio de ter pancreatite,gpt-4o-mini,D,101
D27,receio de ter intolerância à lactose,gpt-4o-mini,D,101
D27,medo de colite,gpt-4o-mini,D,101
D27,medo de constipação intestinal,gpt-4o-mini,D,101
D28,Dificuldades de execução de tarefas por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Comprometimento funcional por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Limitação de desempenho por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Limitação funcional/incapacidade (D),icpc2_description,D,102
D28,Limitação de funções corporais por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Impedimentos nas atividades por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Incapacidade de realizar atividades por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Limitação de atividades diárias por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Incapacidade temporária por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Impedimentos funcionais por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Limitação de capacidades por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Restrição de atividades por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Incapacidade funcional por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Dificuldade funcional por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Limitação de atividades por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Dificuldades de funcionamento por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Dificuldades de execução,gpt-4o-mini_human-dc,D,102
D28,Incapacidade de realizar tarefas por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Problemas de capacidade por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Limitação de ação por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Incapacidade de trabalho por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Incapacidade física por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Limitação de desempenho diário por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D28,Restrição de movimentos,gpt-4o-mini_human-dc,D,102
D28,Dificuldades nas atividades diárias por doença gastrointestinal,gpt-4o-mini_human-dc,D,102
D29,Outras doenças especificadas dos tecidos duros dos dentes,icd10_description,D,103
D29,ascite,icpc2_inclusion,D,103
D29,ranger dos dentes,icpc2_inclusion,D,103
D29,Outros sintomas e sinais especificados relativos ao aparelho digestivo e ao abdómen,icd10_description,D,103
D29,Rigidez abdominal,icd10_description,D,103
D29,Peristaltismo visivel,icd10_description,D,103
D29,Sintoma/queixa digestivo outro,icpc2_description,D,103
D29,Ruídos intestinais anormais,icd10_description,D,103
D29,Ascite,icd10_description,D,103
D70,Shigelose devida a Shigella sonnei,icd10_description,D,104
D70,"Cólera devida a Vibrio cholerae 01, estirpe El Tor",icd10_description,D,104
D70,Outras intoxicações alimentares bacterianas especificadas,icd10_description,D,104
D70,Intoxicação alimentar bacteriana não especificada,icd10_description,D,104
D70,Disenteria amebiana aguda,icd10_description,D,104
D70,Amebíase intestinal crónica,icd10_description,D,104
D70,Colite amebiana não-disentérica,icd10_description,D,104
D70,Ameboma intestinal,icd10_description,D,104
D70,Abcesso amebiano do fígado,icd10_description,D,104
D70,Infecção gastrointestinal,icpc2_description,D,104
D70,Abcesso amebiano do pulmão,icd10_description,D,104
D70,Abcesso amebiano do cérebro,icd10_description,D,104
D70,Amebíase cutânea,icd10_description,D,104
D70,Intoxicação alimentar devida a Bacillus cereus,icd10_description,D,104
D70,Infeção amebiana de outras localizações,icd10_description,D,104
D70,Balantidíase,icd10_description,D,104
D70,Giardíase [lamblíase],icd10_description,D,104
D70,Criptosporidiose,icd10_description,D,104
D70,Isosporíase,icd10_description,D,104
D70,Outras doenças intestinais especificadas por protozoários,icd10_description,D,104
D70,"Doença intestinal por protozoários, sem outra especificação",icd10_description,D,104
D70,Enterite por Rotavírus,icd10_description,D,104
D70,Gastroenteropatia aguda pelo agente de Norwalk e outros vírus redondos pequenos,icd10_description,D,104
D70,Enterite devida a Adenovírus,icd10_description,D,104
D70,Outras enterites virais,icd10_description,D,104
D70,"Infeção intestinal devida a vírus, não especificada",icd10_description,D,104
D70,"Amebíase, não especificada",icd10_description,D,104
D70,Intoxicação alimentar devida a Vibrio parahemolyticus,icd10_description,D,104
D70,Intoxicação alimentar devida a Clostridium perfringens [Clostridium welchii],icd10_description,D,104
D70,"Botulismo, intoxicação alimentar",icd10_description,D,104
D70,Cólera não especificada,icd10_description,D,104
D70,Febre tifóide,icd10_description,D,104
D70,Febre paratifóide A,icd10_description,D,104
D70,Febre paratifóide B,icd10_description,D,104
D70,Febre paratifóide C,icd10_description,D,104
D70,"Febre paratifóide, não especificada",icd10_description,D,104
D70,Enterite por Salmonella,icd10_description,D,104
D70,Bacteriémia por Salmonella,icd10_description,D,104
D70,Infeções localizadas por Salmonella,icd10_description,D,104
D70,Outras infeções especificadas por Salmonella,icd10_description,D,104
D70,"Infeção por Salmonella, não especificada",icd10_description,D,104
D70,Shigelose devida a Shigella dysenteriae,icd10_description,D,104
D70,Shigelose devida a Shigella flexneri,icd10_description,D,104
D70,Shigelose devida a Shigella boydii,icd10_description,D,104
D70,Outras shigeloses,icd10_description,D,104
D70,Infeção por Escherichia coli enteropatogénica,icd10_description,D,104
D70,Infeção por Escherichia coli enterotoxigénica,icd10_description,D,104
D70,Infeção por Escherichia coli enteroinvasiva,icd10_description,D,104
D70,Infeção por Escherichia coli enterohemorrágica,icd10_description,D,104
D70,Outras infeções intestinais por Escherichia coli,icd10_description,D,104
D70,Enterite por Campylobacter,icd10_description,D,104
D70,Enterite devida a Yersinia enterocolítica,icd10_description,D,104
D70,Enterocolite devida a Clostridium difficile,icd10_description,D,104
D70,Outras infeções bacterianas intestinais especificadas,icd10_description,D,104
D70,"Infeção intestinal bacteriana, não especificada",icd10_description,D,104
D70,"Cólera devida a Vibrio cholerae 01, estirpe cholerae",icd10_description,D,104
D70,Intoxicação alimentar estafilocócica,icd10_description,D,104
D70,"Shigelose, não especificada",icd10_description,D,104
D70,"infecção gastrointestinal/disenteria com organismos especificados incluindo campylobacter, giardia, salmonella, shigella, febre tifoide, cólera",icpc2_inclusion,D,104
D71,Papeira/parotidite epidémica,icpc2_description,D,105
D71,Orquite por parotidite epidémica,icd10_description,D,105
D71,Meningite por parotidite epidémica,icd10_description,D,105
D71,Encefalite por parotidite epidémica,icd10_description,D,105
D71,Parotidite epidémica com outras complicações,icd10_description,D,105
D71,"Parotidite, sem complicações",icd10_description,D,105
D71,meningite/orquite/pancreatite por papeira,icpc2_inclusion,D,105
D71,Pancreatite por parotidite epidémica,icd10_description,D,105
D72,Outras hepatites virais agudas especificadas,icd10_description,D,106
D72,todas as hepatites de presumível etiologia viral,icpc2_inclusion,D,106
D72,hepatite crónica activa,icpc2_inclusion,D,106
D72,Hepatite viral,icpc2_description,D,106
D72,"Hepatite viral não especificada, sem coma hepático",icd10_description,D,106
D72,"Hepatite viral não especificada, com coma hepático",icd10_description,D,106
D72,"Hepatite viral crónica, sem outra especificação",icd10_description,D,106
D72,Outras hepatites crónicas virais,icd10_description,D,106
D72,Hepatite viral crónica C,icd10_description,D,106
D72,Hepatite crónica viral B sem agente Delta,icd10_description,D,106
D72,Hepatite A sem coma hepático,icd10_description,D,106
D72,"Hepatite aguda B com agente Delta (co-infeção), com coma hepático",icd10_description,D,106
D72,"Hepatite aguda B com agente Delta, (co-infeção), sem coma hepático",icd10_description,D,106
D72,Hepatite viral crónica B com agente Delta,icd10_description,D,106
D72,Hepatite aguda B sem agente Delta e sem coma hepático,icd10_description,D,106
D72,Infeção Delta-(super) aguda de portador de hepatite B,icd10_description,D,106
D72,Hepatite aguda C,icd10_description,D,106
D72,Hepatite aguda E,icd10_description,D,106
D72,"Hepatite viral aguda, não especificada",icd10_description,D,106
D72,"Hepatite aguda B sem agente Delta, com coma hepático",icd10_description,D,106
D72,Hepatite A com coma hepático,icd10_description,D,106
D73,Gastroenterite infecciosa,gpt-4o-mini,D,107
D73,diarreia crónica infecciosa,gpt-4o-mini,D,107
D73,enterocolite,gpt-4o-mini,D,107
D73,intoxicação alimentar aguda,gpt-4o-mini,D,107
D73,gastroenterite por bactéria,gpt-4o-mini,D,107
D73,diarreia bacteriana,gpt-4o-mini,D,107
D73,gastroenterite por norovírus,gpt-4o-mini,D,107
D73,gastroenterite aguda,gpt-4o-mini,D,107
D73,gastroenterite por contaminação,gpt-4o-mini,D,107
D73,diarreia aguda,gpt-4o-mini,D,107
D73,diarreia por contaminação alimentar,gpt-4o-mini,D,107
D73,diarreia com vómitos,gpt-4o-mini,D,107
D73,infecção gastrointestinal,gpt-4o-mini,D,107
D73,vómitos infecciosos,gpt-4o-mini,D,107
D73,enterite infecciosa,gpt-4o-mini,D,107
D73,infecção por salmonela,gpt-4o-mini,D,107
D73,infecção intestinal,gpt-4o-mini,D,107
D73,gastroenterite por rotavírus,gpt-4o-mini,D,107
D73,gastroenterite viral,gpt-4o-mini,D,107
D73,gastrite infecciosa,gpt-4o-mini,D,107
D73,gastroenterite bacteriana,gpt-4o-mini,D,107
D73,infecção do trato digestivo,gpt-4o-mini,D,107
D73,infecção digestiva aguda,gpt-4o-mini,D,107
D73,infecção por E. coli,gpt-4o-mini,D,107
D73,infecção por clostrídios,gpt-4o-mini,D,107
D73,Gastroenterite com infecção presumível,icpc2_description,D,107
D73,diarreia/vómitos presumivelmente infecciosos,icpc2_inclusion,D,107
D73,gastroenterite por vírus,gpt-4o-mini,D,107
D73,disenteria NE,icpc2_inclusion,D,107
D73,Gastroenterite c/ infecção presum,icpc2_short,D,107
D73,intoxicação alimentar,icpc2_inclusion,D,107
D73,gripe gástrica,icpc2_inclusion,D,107
D74,Neoplasia maligna do antro pilórico,icd10_description,D,108
D74,"Neoplasia maligna da grande curvatura do estômago, sem outra especificação",icd10_description,D,108
D74,"Neoplasia maligna da pequena curvatura do estômago, sem outra especificação",icd10_description,D,108
D74,Neoplasia maligna de localizações contíguas do estômago,icd10_description,D,108
D74,"Neoplasia maligna do estômago, sem outra especificação",icd10_description,D,108
D74,Neoplasia maligna do piloro,icd10_description,D,108
D74,Neoplasia maligna do corpo do estômago,icd10_description,D,108
D74,Neoplasia maligna do fundo gástrico,icd10_description,D,108
D74,Neoplasia maligna do cardia,icd10_description,D,108
D74,carcinoma do estômago,icpc2_inclusion,D,108
D74,Neoplasia maligna do estômago,icpc2_description,D,108
D75,Neoplasia maligna do reto ,icd10_description,D,109
D75,Neoplasia maligna da junção reto -sigmoideia,icd10_description,D,109
D75,"Neoplasia maligna do cólon, sem outra especificação",icd10_description,D,109
D75,Neoplasia maligna de localizações contíguas do cólon,icd10_description,D,109
D75,Neoplasia maligna do cólon sigmóide,icd10_description,D,109
D75,Neoplasia maligna do colon descendente,icd10_description,D,109
D75,Neoplasia maligna do ângulo esplénico do cólon,icd10_description,D,109
D75,Neoplasia maligna do ângulo hepático do cólon,icd10_description,D,109
D75,"Neoplasia maligna do ânus, sem outra especificação",icd10_description,D,109
D75,Neoplasia maligna do cólon ascendente,icd10_description,D,109
D75,Neoplasia maligna do apêndice,icd10_description,D,109
D75,Neoplasia maligna do cego,icd10_description,D,109
D75,"Neoplasia maligna de localizações contíguas do reto , ânus e canal anal",icd10_description,D,109
D75,Neoplasia maligna do cólon/recto,icpc2_description,D,109
D75,Neoplasia maligna da zona cloacogénica,icd10_description,D,109
D75,Neoplasia maligna do cólon transverso,icd10_description,D,109
D75,Neoplasia maligna do canal anal,icd10_description,D,109
D76,Neoplasia maligna de canal pancreático,icd10_description,D,110
D76,Neoplasia maligna das ilhotas de Langerhans,icd10_description,D,110
D76,Neoplasia maligna do corpo do pâncreas,icd10_description,D,110
D76,Neoplasia maligna da cauda do pâncreas,icd10_description,D,110
D76,Neoplasia maligna de localizações contíguas do pâncreas,icd10_description,D,110
D76,Neoplasia maligna do pâncreas,icpc2_description,D,110
D76,carcinoma do pâncreas,icpc2_inclusion,D,110
D76,Neoplasia maligna da cabeça do pâncreas,icd10_description,D,110
D76,"Neoplasia maligna do pâncreas, sem outra especificação",icd10_description,D,110
D76,Neoplasia maligna de outras partes do pâncreas,icd10_description,D,110
D77,Neoplasia maligna de localizações contíguas da língua,icd10_description,D,111
D77,Outros sarcomas do fígado,icd10_description,D,111
D77,Angiossarcoma do fígado,icd10_description,D,111
D77,Hepatoblastoma,icd10_description,D,111
D77,Carcinoma das vias biliares intra-hepáticas,icd10_description,D,111
D77,Carcinoma de células hepáticas,icd10_description,D,111
